#,Area,English,Bulgarian,Sources
919,Admin views,Included,,src/views/admin/AttendanceView.tsx
920,Admin views,Incomplete,,src/views/admin/CurriculumDateView.tsx; src/views/admin/CurriculumOverview.tsx; src/views/shared/classwork/SubjectDetailPage.tsx
921,Admin views,Individual students are hidden because selected year groups already include them.,,src/views/admin/TuitionView.tsx
922,Admin views,Installment amount,,src/views/admin/TuitionView.tsx
923,Admin views,Installment title,,src/views/admin/TuitionView.tsx
924,Admin views,Installments,,src/components/layout/Sidebar.tsx; src/views/admin/AdminStudentDashboard.tsx; src/views/admin/TuitionView.tsx
925,Admin views,Internal code,,src/views/admin/BooksView.tsx
926,Admin views,ISBN 13,,src/views/admin/BooksView.tsx
927,Admin views,Job status,,src/views/admin/InboxView.tsx
928,Admin views,Joint,,src/views/admin/AdminDashboard.tsx
929,Admin views,Joint counts once,,src/views/admin/AttendanceView.tsx
930,Admin views,Knowledgebase,,src/views/admin/KnowledgeBaseView.tsx
931,Admin views,Label (optional),,src/views/admin/planning/PlanningCalendarGrid.tsx
932,Admin views,Lagging,,src/views/admin/MentorshipCadencePanel.tsx; src/views/admin/MentorshipFollowUpPanel.tsx; src/views/admin/MentorshipHubView.tsx
933,Admin views,Language,,src/views/admin/users/UsersHubView.tsx
934,Admin views,Late credit,,src/views/admin/AttendanceView.tsx
935,Admin views,Latest mentor activity across all pairs.,,src/views/admin/MentorshipHubView.tsx
936,Admin views,Leader,,src/views/admin/KnowledgeBaseView.tsx
937,Admin views,Leaders mark,,src/views/admin/AttendanceView.tsx
938,Admin views,Leading,,src/views/admin/users/UsersHubView.tsx
939,Admin views,Leading ministries,,src/views/admin/users/UsersHubView.tsx
940,Admin views,Link saved.,,src/views/admin/AttendanceView.tsx
941,Admin views,Links & check-ins,,src/views/admin/KnowledgeBaseView.tsx
942,Admin views,Live,,src/views/admin/AttendanceView.tsx
943,Admin views,Live mentorship data,,src/views/admin/MentorshipHubView.tsx
944,Admin views,Loading homework...,,src/views/admin/AdminStudentDashboard.tsx; src/views/student/StudentDashboard.tsx
945,Admin views,Loading inbox...,,src/views/admin/InboxView.tsx
946,Admin views,Loading tuition...,,src/views/admin/TuitionView.tsx
947,Admin views,Loading upcoming items...,,src/views/admin/AdminDashboard.tsx
948,Admin views,Log check-in,,src/views/admin/MentorshipAssignmentsPanel.tsx
949,Admin views,Log meeting,,src/views/admin/MentorshipFollowUpPanel.tsx
950,Admin views,Lookup a book or enter it manually.,,src/views/admin/BooksView.tsx
951,Admin views,Manage Breaks,,src/views/admin/planning/PlanningCalendarGrid.tsx
952,Admin views,"Manage ministry teams, rotations, sessions, and service attendance.",,src/views/admin/AttendanceView.tsx
953,Admin views,Manage pairs & log check-ins,,src/views/admin/MentorshipHubView.tsx
954,Admin views,Manage Rotations,,src/views/admin/AttendanceView.tsx
955,Admin views,Manual,,src/views/admin/AttendanceView.tsx
956,Admin views,"Match students with mentors, review history, and log check-ins in one place.",,src/views/admin/MentorshipHubView.tsx
957,Admin views,Max lost credits,,src/views/admin/AttendanceView.tsx
958,Admin views,maximum lost credits,,src/views/admin/AttendanceView.tsx
959,Admin views,Meeting rule,,src/views/admin/AttendanceView.tsx
960,Admin views,Meetings period,,src/views/admin/KnowledgeBaseView.tsx
961,Admin views,Mentee,,src/views/admin/users/UsersHubView.tsx
962,Admin views,Mentees,,src/views/admin/AdminStudentDashboard.tsx; src/views/admin/users/UsersHubView.tsx
963,Admin views,Mentor,,src/views/admin/AdminStudentDashboard.tsx; src/views/admin/MentorshipAssignmentsPanel.tsx; src/views/admin/users/UsersHubView.tsx
964,Admin views,"Mentor connection, mentees, and recent check-ins.",,src/views/admin/AdminStudentDashboard.tsx
965,Admin views,Mentor coverage,,src/views/admin/MentorshipHubView.tsx
966,Admin views,Mentoring,,src/views/admin/users/UsersHubView.tsx
967,Admin views,Mentors,,src/hooks/useTodos.ts; src/views/admin/AdminDashboard.tsx; src/views/admin/users/UsersHubView.tsx
968,Admin views,Mentorship,,src/components/layout/Sidebar.tsx; src/components/modals/EditModal/EditUserForm.tsx; src/hooks/useUniversalSearchIndex.tsx; src/views/admin/AdminStudentDashboard.tsx; src/views/admin/KnowledgeBaseView.tsx
969,Admin views,Mentorship Check-ins,,src/views/admin/KnowledgeBaseView.tsx
970,Admin views,Mentorship Follow-Up,,src/views/admin/AdminDashboard.tsx
971,Admin views,Message,,src/hooks/useUniversalSearchIndex.tsx; src/views/admin/KnowledgeBaseView.tsx
972,Admin views,Messages,,src/hooks/useUniversalSearchIndex.tsx; src/views/admin/AdminDashboard.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/shared/MessagesView.tsx; src/views/student/StudentDashboard.tsx
973,Admin views,metric-insight-title,,src/views/admin/AdminDashboard.tsx
974,Admin views,Ministry,,src/components/layout/Sidebar.tsx; src/components/student/StudentMonthCalendar.tsx; src/hooks/useAttendance.ts; src/hooks/useUniversalSearchIndex.tsx; src/views/admin/AdminStudentDashboard.tsx; src/views/admin/AttendanceView.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/admin/users/UsersHubView.tsx; src/views/student/MyAttendanceView.tsx; src/views/student/MyMinistryInfoView.tsx
975,Admin views,Ministry reminders,,src/views/admin/AttendanceView.tsx
976,Admin views,Ministry Reports,,src/views/admin/KnowledgeBaseView.tsx
977,Admin views,Ministry rotation,,src/views/admin/AttendanceView.tsx
978,Admin views,"Ministry rotation, attendance duty, and platform service roles.",,src/views/admin/AdminStudentDashboard.tsx
979,Admin views,Ministry team,,src/views/admin/AdminStudentDashboard.tsx
980,Admin views,Ministry teams,,src/views/admin/AttendanceView.tsx
981,Admin views,Missing,,src/views/admin/AttendanceView.tsx
982,Admin views,Missing records,,src/views/admin/AttendanceView.tsx
983,Admin views,Mon,,src/views/admin/AttendanceView.tsx
984,Admin views,Monitor at-risk students,,src/views/admin/MentorshipHubView.tsx
985,Admin views,Month,,src/views/admin/AttendanceView.tsx; src/views/admin/KnowledgeBaseView.tsx
986,Admin views,Month Calendar,,src/views/admin/AdminDashboard.tsx; src/views/student/StudentDashboard.tsx
987,Admin views,Month mode uses the first and last day of the selected months.,,src/views/admin/AttendanceView.tsx
988,Admin views,Month signals,,src/views/admin/KnowledgeBaseView.tsx
989,Admin views,month(s) tracked,,src/views/admin/AttendanceView.tsx
990,Admin views,Monthly,,src/views/admin/AttendanceView.tsx
991,Admin views,Monthly credits,,src/views/admin/AttendanceView.tsx
992,Admin views,"Monthly Well credits are official, with yearly fallback progress shown separately.",,src/views/admin/AttendanceView.tsx
993,Admin views,Move both sessions,,src/views/admin/planning/PlanningCalendarGrid.tsx
994,Admin views,Move this session,,src/views/admin/planning/PlanningCalendarGrid.tsx
995,Admin views,Move tools,,src/views/admin/planning/PlanningCalendarGrid.tsx
996,Admin views,Needs mentor,,src/views/admin/MentorshipAssignmentsPanel.tsx; src/views/admin/MentorshipHubView.tsx
997,Admin views,Needs payment,,src/views/admin/KnowledgeBaseView.tsx
998,Admin views,New,,src/views/admin/planning/SubjectLibraryPanel.tsx
999,Admin views,New plan,,src/views/admin/TuitionView.tsx
1000,Admin views,New post,,src/views/admin/AdminDashboard.tsx
1001,Admin views,New School Year,,src/views/admin/planning/SchoolYearSelector.tsx
1002,Admin views,New tuition plan,,src/views/admin/TuitionView.tsx
1003,Admin views,Next 7 days preview,,src/views/admin/AdminDashboard.tsx
1004,Admin views,Next installment,,src/views/admin/TuitionView.tsx
1005,Admin views,Next signal,,src/views/admin/AdminDashboard.tsx
1006,Admin views,Next weeks,,src/views/admin/planning/PlanningCalendarGrid.tsx
1007,Admin views,No active year group,,src/views/admin/AdminStudentDashboard.tsx; src/views/teamLeader/MinistryReportView.tsx
1008,Admin views,No active year groups.,,src/views/admin/CurriculumOverview.tsx
1009,Admin views,No administrators or team leaders are available.,,src/views/admin/AttendanceView.tsx
1010,Admin views,No archived courses.,,src/views/admin/CurriculumArchiveView.tsx
1011,Admin views,No attendance records match these filters.,,src/views/admin/AdminStudentDashboard.tsx
1012,Admin views,No attendance summary is available for this student yet.,,src/views/admin/AdminStudentDashboard.tsx
1013,Admin views,No books found.,,src/views/admin/BooksView.tsx
1014,Admin views,No breaks defined yet.,,src/views/admin/planning/PlanningCalendarGrid.tsx
1015,Admin views,No check-ins recorded for this pair yet.,,src/views/admin/MentorshipAssignmentsPanel.tsx
1016,Admin views,No check-ins yet,,src/views/admin/MentorshipHubView.tsx; src/views/mentor/MentorDashboard.tsx
1017,Admin views,No classes or sessions found for this student yet.,,src/views/admin/AdminStudentDashboard.tsx
1018,Admin views,No date,,src/views/admin/CurriculumOverview.tsx
1019,Admin views,No dates yet. Add a date to start planning.,,src/views/admin/planning/PlanningCalendarGrid.tsx
1020,Admin views,No duty schedule yet.,,src/views/admin/AttendanceView.tsx
1021,Admin views,No emails here,,src/views/admin/InboxView.tsx
1022,Admin views,No enrollments found.,,src/views/admin/users/UsersHubView.tsx
1023,Admin views,No first year duty slot exists for this week.,,src/views/admin/AttendanceView.tsx
1024,Admin views,No homework submissions found yet.,,src/views/admin/AdminStudentDashboard.tsx
1025,Admin views,No installments are set for this plan.,,src/views/admin/AdminStudentDashboard.tsx
1026,Admin views,No installments configured yet.,,src/views/admin/TuitionView.tsx
1027,Admin views,No mentor,,src/views/admin/users/UsersHubView.tsx
1028,Admin views,No mentorship logs yet.,,src/views/admin/AdminStudentDashboard.tsx
1029,Admin views,No message body was stored for this email.,,src/views/admin/InboxView.tsx
1030,Admin views,No payments recorded yet.,,src/views/admin/AdminStudentDashboard.tsx; src/views/admin/TuitionView.tsx
1031,Admin views,No pending people - everyone has been assigned roles.,,src/views/admin/users/UsersHubView.tsx
1032,Admin views,No people match your filters.,,src/views/admin/users/UsersHubView.tsx
1033,Admin views,No platform roles,,src/views/admin/AdminStudentDashboard.tsx
1034,Admin views,No prayer schedule yet.,,src/views/admin/AttendanceView.tsx
1035,Admin views,No reading assignments are attached to this student's active year group yet.,,src/views/admin/AdminStudentDashboard.tsx
1036,Admin views,No reading assignments yet.,,src/views/admin/BooksView.tsx
1037,Admin views,No recent check-in,,src/views/admin/AdminDashboard.tsx
1038,Admin views,No reminders queued yet.,,src/views/admin/TuitionView.tsx
1039,Admin views,No reminders recorded yet.,,src/views/admin/AdminStudentDashboard.tsx
1040,Admin views,No responsibilities,,src/views/admin/users/UsersHubView.tsx
1041,Admin views,No roles,,src/views/admin/users/usersShared.tsx
1042,Admin views,No rotations match this session yet.,,src/views/admin/AttendanceView.tsx
1043,Admin views,No school years yet,,src/views/admin/planning/SchoolYearSelector.tsx
1044,Admin views,No second year duty slot exists for this week.,,src/views/admin/AttendanceView.tsx
1045,Admin views,No sessions scheduled yet.,,src/views/admin/CurriculumDateView.tsx
1046,Admin views,No sessions yet.,,src/views/admin/CurriculumOverview.tsx
1047,Admin views,No sessions.,,src/views/admin/CurriculumArchiveView.tsx
1048,Admin views,No setup blockers found.,,src/views/admin/AdminDashboard.tsx
1049,Admin views,No staff found.,,src/views/admin/users/UsersHubView.tsx
1050,Admin views,No student selected.,,src/views/admin/AdminStudentDashboard.tsx
1051,Admin views,No students are currently below threshold.,,src/views/admin/AdminDashboard.tsx
1052,Admin views,No students assigned for this team.,,src/views/admin/AttendanceView.tsx
1053,Admin views,No students match the current ministry filters.,,src/views/admin/AttendanceView.tsx
1054,Admin views,No students to show.,,src/views/admin/AttendanceView.tsx
1055,Admin views,No subjects scheduled yet. Type a subject name in the grid to add one.,,src/views/admin/planning/SubjectLibraryPanel.tsx
1056,Admin views,No subjects yet.,,src/views/admin/CurriculumOverview.tsx
1057,Admin views,No subjects.,,src/views/admin/CurriculumArchiveView.tsx
1058,Admin views,No submission,,src/views/admin/BooksView.tsx
1059,Admin views,No topics match that search.,,src/views/admin/KnowledgeBaseView.tsx
1060,Admin views,No tuition accounts yet.,,src/views/admin/TuitionView.tsx
1061,Admin views,No Well sessions have been added for this school year yet.,,src/views/admin/CurriculumPlanningView.tsx
1062,Admin views,Non-Sunday,,src/views/admin/AttendanceView.tsx
1063,Admin views,None,,src/views/admin/AttendanceView.tsx; src/views/admin/users/UsersHubView.tsx; src/views/shared/AnnouncementsView.tsx
1064,Admin views,None yet,,src/views/admin/MentorshipAssignmentsPanel.tsx
1065,Admin views,Not added,,src/views/admin/users/UsersHubView.tsx
1066,Admin views,Not assigned,,src/views/admin/users/UsersHubView.tsx
1067,Admin views,Not tracked,,src/views/admin/AttendanceView.tsx
1068,Admin views,Nothing is scheduled in the next 7 days.,,src/views/admin/AdminDashboard.tsx
1069,Admin views,Nothing scheduled.,,src/views/admin/AdminDashboard.tsx
1070,Admin views,Notice,,src/views/admin/KnowledgeBaseView.tsx
1071,Admin views,Now,,src/views/admin/planning/PlanningCalendarGrid.tsx
1072,Admin views,of yearly Well sessions,,src/views/admin/AttendanceView.tsx
1073,Admin views,Official monthly rule,,src/views/admin/AttendanceView.tsx
1074,Admin views,On Duty,,src/views/admin/AdminDashboard.tsx; src/views/student/DutyMarkingView.tsx
1075,Admin views,On duty,,src/views/admin/AdminStudentDashboard.tsx
1076,Admin views,On duty schedule,,src/views/admin/AttendanceView.tsx
1077,Admin views,On track,,src/views/admin/MentorshipCadencePanel.tsx; src/views/admin/MentorshipFollowUpPanel.tsx; src/views/admin/MentorshipHubView.tsx; src/views/student/MyAttendanceBreakdownView.tsx; src/views/student/MyMinistryInfoView.tsx
1078,Admin views,On-duty schedule,,src/views/admin/AdminStudentDashboard.tsx
1079,Admin views,Online,,src/views/admin/AttendanceView.tsx; src/views/admin/users/usersShared.tsx; src/views/student/DutyMarkingView.tsx
1080,Admin views,Online session link,,src/views/admin/AttendanceView.tsx
1081,Admin views,Online student — joins sessions remotely,,src/views/admin/AttendanceView.tsx; src/views/admin/users/usersShared.tsx; src/views/student/DutyMarkingView.tsx
1082,Admin views,Online students,,src/views/admin/AttendanceView.tsx
1083,Admin views,onlineStudentIds.has(studentId) ? (,,src/views/admin/AttendanceView.tsx
1084,Admin views,Open attendance,,src/views/admin/AdminDashboard.tsx; src/views/admin/AdminStudentDashboard.tsx; src/views/shared/classwork/SubjectDetailPage.tsx
1085,Admin views,Open books,,src/views/admin/AdminStudentDashboard.tsx
1086,Admin views,Open curriculum,,src/views/admin/AdminDashboard.tsx; src/views/admin/AdminStudentDashboard.tsx
1087,Admin views,Open duty transfers,,src/views/admin/AdminDashboard.tsx
1088,Admin views,"Open each account, assign roles, and enroll students in a year group before they can use the app.",,src/views/admin/users/UsersHubView.tsx
1089,Admin views,Open link,,src/views/admin/BooksView.tsx; src/views/student/MyBooksView.tsx
1090,Admin views,Open mentorship,,src/views/admin/AdminDashboard.tsx; src/views/admin/AdminStudentDashboard.tsx
1091,Admin views,Open next steps,,src/views/admin/AdminDashboard.tsx
1092,Admin views,Open Signals,,src/views/admin/AdminDashboard.tsx
1093,Admin views,Open slots,,src/views/admin/AttendanceView.tsx
1094,Admin views,Open student dashboard,,src/views/admin/users/UsersHubView.tsx
1095,Admin views,Open subject,,src/views/admin/CurriculumDateView.tsx; src/views/admin/CurriculumOverview.tsx; src/views/shared/ClassworkView.tsx
1096,Admin views,Open submissions,,src/views/admin/AdminStudentDashboard.tsx
1097,Admin views,Open the board to plan ahead.,,src/views/admin/AdminDashboard.tsx; src/views/student/StudentDashboard.tsx
1098,Admin views,Open this week,,src/views/admin/AttendanceView.tsx
1099,Admin views,Open tuition,,src/views/admin/AdminStudentDashboard.tsx
1100,Admin views,open-signals-title,,src/views/admin/AdminDashboard.tsx
1101,Admin views,Optional feedback for the student,,src/views/admin/BooksView.tsx
1102,Admin views,Optional points,,src/views/admin/BooksView.tsx
1103,Admin views,Or paste cover image URL,,src/views/admin/BooksView.tsx
1104,Admin views,Other,,src/views/admin/TuitionView.tsx
1105,Admin views,Outstanding,,src/views/admin/KnowledgeBaseView.tsx
1106,Admin views,Outstanding balances and payment progress.,,src/views/admin/TuitionView.tsx
1107,Admin views,Over limit,,src/views/admin/AttendanceView.tsx
1108,Admin views,Overall,,src/views/admin/AdminStudentDashboard.tsx; src/views/student/MyAttendanceBreakdownView.tsx
1109,Admin views,Overdue,,src/views/admin/AdminDashboard.tsx; src/views/admin/TuitionView.tsx; src/views/shared/TodosView.tsx
1110,Admin views,Overview,,src/components/layout/Sidebar.tsx; src/views/admin/AdminStudentDashboard.tsx; src/views/admin/AttendanceView.tsx; src/views/admin/MentorshipHubView.tsx
1111,Admin views,Paid,,src/views/admin/AdminStudentDashboard.tsx; src/views/admin/TuitionView.tsx
1112,Admin views,Pairs overdue on in-person meetings.,,src/views/admin/MentorshipFollowUpPanel.tsx
1113,Admin views,Pass/fail gates,,src/views/admin/KnowledgeBaseView.tsx
1114,Admin views,Passing,,src/views/admin/AttendanceView.tsx
1115,Admin views,Passing gates,,src/views/admin/AttendanceView.tsx
1116,Admin views,Payment,,src/hooks/useUniversalSearchIndex.tsx; src/views/admin/KnowledgeBaseView.tsx
1117,Admin views,Payment amount,,src/views/admin/TuitionView.tsx
1118,Admin views,Payment date,,src/views/admin/TuitionView.tsx
1119,Admin views,Payment history,,src/views/admin/AdminStudentDashboard.tsx
1120,Admin views,Payments received,,src/views/admin/TuitionView.tsx
1121,Admin views,Pending,,src/views/admin/InboxView.tsx; src/views/admin/users/UsersHubView.tsx
1122,Admin views,Pending access,,src/components/layout/Sidebar.tsx; src/views/admin/users/UsersHubView.tsx; src/views/admin/users/usersShared.tsx
1123,Admin views,Pending attendance corrections,,src/views/admin/AttendanceView.tsx
1124,Admin views,Pending transfers,,src/views/admin/AttendanceView.tsx
1125,Admin views,People,,src/components/layout/Sidebar.tsx; src/hooks/useUniversalSearchIndex.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/admin/users/UsersHubView.tsx
1126,Admin views,People or groups,,src/views/admin/KnowledgeBaseView.tsx
1127,Admin views,Period months,,src/views/admin/AttendanceView.tsx
1128,Admin views,Person,,src/views/admin/BooksView.tsx
1129,Admin views,Pinned posts,,src/views/admin/AdminDashboard.tsx
1130,Admin views,Pinned school context and unread conversations,,src/views/admin/AdminDashboard.tsx
1131,Admin views,Plan,,src/views/admin/AdminStudentDashboard.tsx; src/views/admin/TuitionView.tsx
1132,Admin views,Plan curriculum,,src/views/admin/AdminDashboard.tsx
1133,Admin views,Plan name,,src/views/admin/TuitionView.tsx
1134,Admin views,Planned sessions,,src/views/admin/AttendanceView.tsx
1135,Admin views,Planning,,src/components/layout/Sidebar.tsx; src/views/admin/CurriculumPlanningView.tsx; src/views/admin/KnowledgeBaseView.tsx
1136,Admin views,Plans,,src/views/admin/TuitionView.tsx
1137,Admin views,Platform roles,,src/views/admin/AdminStudentDashboard.tsx
1138,Admin views,Points & feedback,,src/views/admin/KnowledgeBaseView.tsx
1139,Admin views,Portal copy,,src/views/admin/KnowledgeBaseView.tsx
1140,Admin views,Portal email copies sent to you will appear here.,,src/views/admin/InboxView.tsx
1141,Admin views,Portal update,,src/views/admin/KnowledgeBaseView.tsx
1142,Admin views,Post to Stream,,src/views/admin/AdminDashboard.tsx
1143,Admin views,Prayer schedule,,src/views/admin/AttendanceView.tsx
1144,Admin views,Present credit,,src/views/admin/AttendanceView.tsx
1145,Admin views,Previous signal,,src/views/admin/AdminDashboard.tsx
1146,Admin views,Previous weeks,,src/views/admin/planning/PlanningCalendarGrid.tsx
1147,Admin views,Primary grouping,,src/views/admin/KnowledgeBaseView.tsx
1148,Admin views,Priority follow-up,,src/views/admin/MentorshipFollowUpPanel.tsx
1149,Admin views,Private,,src/views/admin/KnowledgeBaseView.tsx
1150,Admin views,Processed,,src/views/admin/InboxView.tsx
1151,Admin views,Profiles that signed in but do not yet have an assigned school role.,,src/views/admin/AdminDashboard.tsx
1152,Admin views,Provider,,src/views/admin/InboxView.tsx
1153,Admin views,Provider ID,,src/views/admin/InboxView.tsx
1154,Admin views,Q1–Q9 answers,,src/views/admin/KnowledgeBaseView.tsx
1155,Admin views,Questionnaire,,src/views/admin/KnowledgeBaseView.tsx
1156,Admin views,Queued email,,src/views/admin/KnowledgeBaseView.tsx
1157,Admin views,Quick Actions,,src/views/admin/AdminDashboard.tsx
1158,Admin views,Reactivate,,src/views/admin/CurriculumArchiveView.tsx
1159,Admin views,Readiness,,src/views/admin/AdminDashboard.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/shared/GradesView.tsx
1160,Admin views,Reading assignments by year group.,,src/views/admin/BooksView.tsx
1161,Admin views,Reading review,,src/views/admin/BooksView.tsx
1162,Admin views,Reading work,,src/views/admin/AdminStudentDashboard.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/shared/ClassworkView.tsx
1163,Admin views,Recent check-ins,,src/views/admin/MentorshipHubView.tsx
1164,Admin views,Recent logs,,src/views/admin/AdminStudentDashboard.tsx
1165,Admin views,Recipient scope,,src/views/admin/KnowledgeBaseView.tsx
1166,Admin views,Record payment,,src/views/admin/TuitionView.tsx
1167,Admin views,Recorded amount,,src/views/admin/KnowledgeBaseView.tsx
1168,Admin views,Regular students,,src/views/admin/AttendanceView.tsx
1169,Admin views,Reject,,src/views/admin/AttendanceView.tsx
1170,Admin views,Remaining,,src/views/admin/AdminDashboard.tsx; src/views/admin/AdminStudentDashboard.tsx; src/views/admin/TuitionView.tsx
1171,Admin views,Remind outstanding,,src/views/admin/TuitionView.tsx
1172,Admin views,Reminder,,src/hooks/useUniversalSearchIndex.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/admin/TuitionView.tsx
1173,Admin views,Reminder email,,src/views/admin/KnowledgeBaseView.tsx
1174,Admin views,Reminder history,,src/views/admin/AdminStudentDashboard.tsx
1175,Admin views,Reminder template,,src/views/admin/TuitionView.tsx
1176,Admin views,Remove,,src/components/assignments/AssignmentComposer.tsx; src/views/admin/BooksView.tsx; src/views/admin/users/UsersHubView.tsx; src/views/shared/classwork/SubjectDetailPage.tsx
1177,Admin views,Remove row,,src/views/admin/planning/PlanningCalendarGrid.tsx
1178,Admin views,Remove user,,src/views/admin/users/UsersHubView.tsx
1179,Admin views,Report,,src/hooks/useUniversalSearchIndex.tsx; src/views/admin/KnowledgeBaseView.tsx
1180,Admin views,Required,,src/views/admin/AttendanceView.tsx; src/views/student/MyMinistryInfoView.tsx; src/views/teamLeader/MinistryReportView.tsx
1181,Admin views,Required attendance credit for weekly classes.,,src/views/admin/AttendanceView.tsx
1182,Admin views,Required credits,,src/views/admin/AttendanceView.tsx
1183,Admin views,Required percent,,src/views/admin/AttendanceView.tsx
1184,Admin views,Requirement progress,,src/views/admin/KnowledgeBaseView.tsx
1185,Admin views,Responsibilities,,src/views/admin/users/UsersHubView.tsx
1186,Admin views,Return,,src/views/admin/BooksView.tsx
1187,Admin views,Review,,src/views/admin/AdminDashboard.tsx; src/views/admin/BooksView.tsx; src/views/shared/ClassworkView.tsx
1188,Admin views,Review attendance,,src/views/admin/AdminDashboard.tsx
1189,Admin views,Review load,,src/views/admin/AdminDashboard.tsx
1190,Admin views,Review people,,src/views/admin/AdminDashboard.tsx
1191,Admin views,Review students,,src/views/admin/AdminDashboard.tsx
1192,Admin views,Review submissions,,src/views/admin/BooksView.tsx
1193,Admin views,Review team leader reports by the service date on the form.,,src/views/admin/AttendanceView.tsx
1194,Admin views,Review transfers,,src/views/admin/AdminDashboard.tsx
1195,Admin views,Role,,src/views/admin/KnowledgeBaseView.tsx
1196,Admin views,Rotation,,src/views/admin/AttendanceView.tsx; src/views/student/MyMinistryInfoView.tsx
1197,Admin views,Rotation Period,,src/views/admin/AttendanceView.tsx
1198,Admin views,Rotations,,src/views/admin/AttendanceView.tsx
1199,Admin views,Rule,,src/views/admin/KnowledgeBaseView.tsx; src/views/student/MyAttendanceBreakdownView.tsx
1200,Admin views,Rules & gates,,src/views/admin/KnowledgeBaseView.tsx
1201,Admin views,Sat,,src/views/admin/AttendanceView.tsx
1202,Admin views,Saturday + both,,src/views/admin/AttendanceView.tsx
1203,Admin views,Save attendance,,src/views/admin/AttendanceView.tsx
1204,Admin views,Save installment,,src/views/admin/TuitionView.tsx
1205,Admin views,Save link,,src/views/admin/AttendanceView.tsx
1206,Admin views,Save payment,,src/views/admin/TuitionView.tsx
1207,Admin views,Save rotation,,src/views/admin/AttendanceView.tsx
1208,Admin views,Save team,,src/views/admin/AttendanceView.tsx
1209,Admin views,Schedule by Date,,src/views/admin/CurriculumDateView.tsx
1210,Admin views,Scheduled weeks,,src/views/admin/AttendanceView.tsx
1211,Admin views,School pulse,,src/views/admin/AdminDashboard.tsx
1212,Admin views,School Year,,src/views/admin/CurriculumPlanningView.tsx; src/views/admin/planning/SchoolYearSelector.tsx
1213,Admin views,School year grid,,src/views/admin/KnowledgeBaseView.tsx
1214,Admin views,"Search dashboard, attendance, stream, roles...",,src/views/admin/KnowledgeBaseView.tsx
1215,Admin views,"Search name, email, phone, role, year group...",,src/views/admin/users/UsersHubView.tsx
1216,Admin views,Search results,,src/views/admin/BooksView.tsx
1217,Admin views,"Search staff by name, role, or team…",,src/views/admin/users/UsersHubView.tsx
1218,Admin views,Search student or mentor…,,src/views/admin/MentorshipFollowUpPanel.tsx
1219,Admin views,"Search student, mentor, or year group...",,src/views/admin/users/UsersHubView.tsx
1220,Admin views,Search students,,src/components/modals/EditModal/EditUserForm.tsx; src/views/admin/AttendanceView.tsx; src/views/admin/TuitionView.tsx
1221,Admin views,Search subject or email,,src/views/admin/InboxView.tsx
1222,Admin views,"Search title, author, or ISBN",,src/views/admin/BooksView.tsx
1223,Admin views,Search words,,src/views/admin/KnowledgeBaseView.tsx
1224,Admin views,"Search, filter, and manage every person in one place.",,src/views/admin/users/UsersHubView.tsx
1225,Admin views,Searching...,,src/views/admin/BooksView.tsx
1226,Admin views,Second installment,,src/hooks/useTuition.ts; src/views/admin/TuitionView.tsx
1227,Admin views,Second year,,src/views/admin/AttendanceView.tsx
1228,Admin views,SECOND YEAR,,src/views/admin/planning/PlanningCalendarGrid.tsx
1229,Admin views,Second Year Keeper,,src/views/admin/AttendanceView.tsx
1230,Admin views,Second year rotation,,src/views/admin/AttendanceView.tsx
1231,Admin views,Second Year x,,src/views/admin/TuitionView.tsx
1232,Admin views,Select a portal email copy from the list to read its content and delivery details.,,src/views/admin/InboxView.tsx
1233,Admin views,"Select a school year above to start planning, or create a new one.",,src/views/admin/CurriculumPlanningView.tsx
1234,Admin views,Select a submission,,src/views/admin/BooksView.tsx
1235,Admin views,Select at least one year group type.,,src/views/admin/AttendanceView.tsx
1236,Admin views,Selected date,,src/views/admin/KnowledgeBaseView.tsx
1237,Admin views,"selectedStudentIds.slice(0, 8).length + selectedGroups.length ?",,src/views/admin/TuitionView.tsx
1238,Admin views,Send reminder,,src/views/admin/TuitionView.tsx
1239,Admin views,Send reminders,,src/views/admin/TuitionView.tsx
1240,Admin views,Send tuition reminder?,,src/views/admin/TuitionView.tsx
1241,Admin views,Send tuition reminders?,,src/views/admin/TuitionView.tsx
1242,Admin views,Service,,src/views/admin/AdminStudentDashboard.tsx
1243,Admin views,Service reports,,src/views/admin/KnowledgeBaseView.tsx
1244,Admin views,Service sessions,,src/views/admin/AttendanceView.tsx
1245,Admin views,Serving,,src/views/admin/users/UsersHubView.tsx
1246,Admin views,Session,,src/components/AuthScreen.tsx; src/views/admin/CurriculumArchiveView.tsx; src/views/admin/CurriculumOverview.tsx; src/views/admin/KnowledgeBaseView.tsx; src/views/admin/planning/PlanningCalendarGrid.tsx; src/views/shared/classwork/SubjectDetailPage.tsx
